ID_CLIENTE,FECHA,TIPO DE CREDITO,COOPERATIVA,MONTO,PLAZO,PAGADURIA,ANIO_NACIMIENTO,ESTADO,FECHA DE DESEMBOLSO,EDAD_AL_PRESTAMO,DIAS_HASTA_DESEMBOLSO,MONTO_M,ANIO,MES
185,2024-06-06,COMPRA DE CARTERA,EXCELCREDIT,12085478.0,144.0,COLPENSIONES,1975,DESEMBOLSADO,2024-06-18,49.0,12.0,12.085478,2024.0,6.0
659,2024-06-08,LIBRE INVERSIÓN,BUSINESS,18800000.0,72.0,COLFONDOS,1965,DESEMBOLSADO,2024-06-21,59.0,13.0,18.8,2024.0,6.0
647,2024-06-12,LIBRE INVERSIÓN,BUSINESS,5200000.0,72.0,COLPENSIONES,1958,DESEMBOLSADO,2024-06-21,66.0,9.0,5.2,2024.0,6.0
660,2024-06-12,LIBRE INVERSIÓN,BUSINESS,1900000.0,72.0,COLPENSIONES,1957,DESEMBOLSADO,2024-06-21,67.0,9.0,1.9,2024.0,6.0
661,2024-06-12,LIBRE INVERSIÓN,EXCELCREDIT,11268370.0,144.0,COLPENSIONES,1950,DESEMBOLSADO,2024-06-25,74.0,13.0,11.26837,2024.0,6.0
537,2024-06-24,LIBRE INVERSIÓN,COOPIDESARROLLO,5000000.0,60.0,CREMIL,1979,DESEMBOLSADO,2024-06-28,45.0,4.0,5.0,2024.0,6.0
517,2024-06-27,REFINANCIACIÓN,BUSINESS,12500000.0,72.0,COLPENSIONES,1948,DESEMBOLSADO,2024-07-12,76.0,15.0,12.5,2024.0,6.0
130,2024-06-27,REFINANCIACIÓN,BUSINESS,6240000.0,72.0,COLPENSIONES,1951,DESEMBOLSADO,2024-07-10,73.0,13.0,6.24,2024.0,6.0
606,2024-06-27,LIBRE INVERSIÓN,BUSINESS,3120000.0,60.0,COLFONDOS,1961,DESEMBOLSADO,2024-07-16,63.0,19.0,3.12,2024.0,6.0
662,2024-07-02,LIBRE INVERSIÓN,PRONALCREDIT,9000000.0,84.0,PROTECCION,1966,DESEMBOLSADO,2024-07-16,58.0,14.0,9.0,2024.0,7.0
663,2024-07-02,LIBRE INVERSIÓN,COOPIDESARROLLO,6500000.0,48.0,CASUR,1939,DESEMBOLSADO,2024-07-09,85.0,7.0,6.5,2024.0,7.0
130,2024-07-04,COMPRA DE CARTERA,AVISTA,21352588.0,144.0,FOPEP,1951,DESEMBOLSADO,2024-08-09,73.0,,21.352588,2024.0,7.0
413,2024-07-04,LIBRE INVERSIÓN,AVISTA,,108.0,CASUR,1965,EN_PROCESO,,59.0,,,2024.0,7.0
242,2024-07-04,LIBRE INVERSIÓN,PRONALCREDIT,1000000.0,24.0,COLPENSIONES,1939,DESEMBOLSADO,,85.0,,1.0,2024.0,7.0
328,2024-07-10,LIBRE INVERSIÓN,BUSINESS,1000000.0,48.0,COLPENSIONES,1948,DESEMBOLSADO,2024-07-26,76.0,16.0,1.0,2024.0,7.0
594,2024-07-10,LIBRE INVERSIÓN,BUSINESS,10500000.0,72.0,COLPENSIONES,1957,DESEMBOLSADO,2024-07-26,67.0,16.0,10.5,2024.0,7.0
664,2024-07-10,LIBRE INVERSIÓN,PRONALCREDIT,4800000.0,60.0,FOPEP,1938,DESEMBOLSADO,2024-07-24,86.0,14.0,4.8,2024.0,7.0
49,2024-07-11,LIBRE INVERSIÓN,EXCELCREDIT,8034900.0,108.0,COLPENSIONES,1954,DESEMBOLSADO,2024-07-23,70.0,12.0,8.0349,2024.0,7.0
665,2024-07-11,LIBRE INVERSIÓN,AVISTA,4748231.0,108.0,COLPENSIONES,,DESEMBOLSADO,2024-07-17,,6.0,4.748231,2024.0,7.0
6,2024-07-11,COMPRA DE CARTERA,AVISTA,,144.0,PORVENIR,,NO_DESEMBOLSADO,,,,,2024.0,7.0
576,2024-07-11,COMPRA DE CARTERA,EXCELCREDIT,16139000.0,120.0,FERROCARRILES,1952,DESEMBOLSADO,2024-07-26,72.0,15.0,16.139,2024.0,7.0
666,2024-07-15,LIBRE INVERSIÓN,EXCELCREDIT,,144.0,TEGEN,1982,NO_DESEMBOLSADO,,42.0,,,2024.0,7.0
279,2024-07-15,COMPRA DE CARTERA,AVISTA,13000000.0,144.0,SEGUROS ALFA,1946,DESEMBOLSADO,2024-07-30,78.0,15.0,13.0,2024.0,7.0
667,2024-07-15,LIBRE INVERSIÓN,AVISTA,3031939.0,120.0,COLPENSIONES,1942,DESEMBOLSADO,2024-07-22,82.0,7.0,3.031939,2024.0,7.0
71,2024-07-17,LIBRE INVERSIÓN,PRONALCREDIT,6000000.0,36.0,FOPEP,1949,DESEMBOLSADO,2024-07-22,75.0,5.0,6.0,2024.0,7.0
455,2024-07-17,LIBRE INVERSIÓN,AVISTA,3500000.0,108.0,COLPENSIONES,1959,DESEMBOLSADO,2024-07-26,65.0,9.0,3.5,2024.0,7.0
432,2024-07-24,REFINANCIACIÓN,BUSINESS,14560000.0,72.0,TEGEN,1974,DESEMBOLSADO,,50.0,,14.56,2024.0,7.0
629,2024-07-23,LIBRE INVERSIÓN,PRONALCREDIT,1500000.0,24.0,CASUR,1934,DESEMBOLSADO,2024-08-02,90.0,10.0,1.5,2024.0,7.0
260,2024-07-24,LIBRE INVERSIÓN,EXCELCREDIT,5600000.0,120.0,MAPFRE,1965,DESEMBOLSADO,2024-07-30,59.0,6.0,5.6,2024.0,7.0
668,2024-07-31,LIBRE INVERSIÓN,AVISTA,6000000.0,96.0,COLPENSIONES,1943,DESEMBOLSADO,2024-08-08,81.0,8.0,6.0,2024.0,7.0
413,2024-08-08,LIBRE INVERSIÓN,COPFINANCIAR,4600000.0,84.0,CASUR,1965,DESEMBOLSADO,2024-08-26,59.0,18.0,4.6,2024.0,8.0
669,2024-08-08,LIBRE INVERSIÓN,EXCELCREDIT,28127000.0,144.0,PORVENIR,1956,DESEMBOLSADO,2024-08-14,68.0,6.0,28.127,2024.0,8.0
670,2024-08-08,LIBRE INVERSIÓN,EXCELCREDIT,3494000.0,36.0,COLPENSIONES,1946,DESEMBOLSADO,2024-08-14,78.0,6.0,3.494,2024.0,8.0
671,2024-08-12,LIBRE INVERSIÓN,EXCELCREDIT,16547818.0,48.0,COLPENSIONES,1949,DESEMBOLSADO,2024-08-16,75.0,4.0,16.547818,2024.0,8.0
672,2024-08-13,REFINANCIACIÓN,EXCELCREDIT,,144.0,COLPENSIONES,1957,NO_DESEMBOLSADO,,67.0,,,2024.0,8.0
606,2024-08-20,REFINANCIACIÓN,BUSINESS,6000000.0,60.0,COLFONDOS,1961,DESEMBOLSADO,2024-08-26,63.0,6.0,6.0,2024.0,8.0
313,2024-08-22,LIBRE INVERSIÓN,BUSINESS,2100000.0,72.0,COLPENSIONES,1955,DESEMBOLSADO,2024-08-26,69.0,4.0,2.1,2024.0,8.0
299,2024-08-28,REFINANCIACIÓN,EXCELCREDIT,20000000.0,144.0,COLPENSIONES,1951,DESEMBOLSADO,2024-01-25,73.0,,20.0,2024.0,8.0
673,2024-09-03,LIBRE INVERSIÓN,EXCELCREDIT,69018189.0,144.0,COLPENSIONES,1959,DESEMBOLSADO,2024-09-10,65.0,7.0,69.018189,2024.0,9.0
674,2024-09-12,LIBRE INVERSIÓN,EXCELCREDIT,10013000.0,108.0,COLPENSIONES,1971,DESEMBOLSADO,2024-09-17,53.0,5.0,10.013,2024.0,9.0
675,2024-09-13,LIBRE INVERSIÓN,BUSINESS,26050000.0,72.0,COLPENSIONES,1962,DESEMBOLSADO,2024-09-18,62.0,5.0,26.05,2024.0,9.0
676,2024-09-16,LIBRE INVERSIÓN,BUSINESS,2100000.0,72.0,COLPENSIONES,1953,DESEMBOLSADO,2024-09-20,71.0,4.0,2.1,2024.0,9.0
677,2024-09-16,LIBRE INVERSIÓN,BUSINESS,21900000.0,72.0,COLPENSIONES,1959,DESEMBOLSADO,2024-09-20,65.0,4.0,21.9,2024.0,9.0
57,2024-09-16,LIBRE INVERSIÓN,BAYPORT,,108.0,COLPENSIONES,1950,EN_PROCESO,,74.0,,,2024.0,9.0
327,2024-09-17,LIBRE INVERSIÓN,BUSINESS,4600000.0,72.0,FIDUPREVISORA,1978,DESEMBOLSADO,2024-09-24,46.0,7.0,4.6,2024.0,9.0
678,2024-09-17,LIBRE INVERSIÓN,COOPIDESARROLLO,16000000.0,84.0,ALLIANZ SEGUROS,1969,DESEMBOLSADO,2024-10-15,55.0,28.0,16.0,2024.0,9.0
679,2024-09-16,LIBRE INVERSIÓN,EXCELCREDIT,,108.0,COLPENSIONES,1960,NO_DESEMBOLSADO,,64.0,,,2024.0,9.0
426,2024-09-19,REFINANCIACIÓN,BUSINESS,6500000.0,72.0,COLPENSIONES,,DESEMBOLSADO,2024-09-25,,6.0,6.5,2024.0,9.0
194,2024-09-19,REFINANCIACIÓN,EXCELCREDIT,,144.0,COLPENSIONES,1957,NO_DESEMBOLSADO,,67.0,,,2024.0,9.0
680,2024-09-20,LIBRE INVERSIÓN,BUSINESS,3900000.0,48.0,MINDEFENSA,1980,DESEMBOLSADO,2024-10-29,44.0,,3.9,2024.0,9.0
675,2024-09-23,LIBRE INVERSIÓN,TEKA,10500000.0,72.0,COLPENSIONES,1962,DESEMBOLSADO,,62.0,,10.5,2024.0,9.0
160,2024-09-23,LIBRE INVERSIÓN,BUSINESS,4300000.0,72.0,CASUR,1961,DESEMBOLSADO,2024-09-23,63.0,0.0,4.3,2024.0,9.0
232,2024-09-30,REFINANCIACIÓN,BUSINESS,2500000.0,72.0,COLPENSIONES,,DESEMBOLSADO,2024-10-19,,19.0,2.5,2024.0,9.0
242,2024-10-01,LIBRE INVERSIÓN,COBOLARQUI,1500000.0,24.0,COLPENSIONES,1939,DESEMBOLSADO,2024-10-07,85.0,6.0,1.5,2024.0,10.0
519,2024-10-03,REFINANCIACIÓN,BUSINESS,20400000.0,72.0,FIDUPREVISORA,1947,DESEMBOLSADO,2024-10-04,77.0,1.0,20.4,2024.0,10.0
606,2024-10-07,COMPRA DE CARTERA,EXCELCREDIT,14500000.0,144.0,COLFONDOS,1961,DESEMBOLSADO,,63.0,,14.5,2024.0,10.0
681,2024-10-07,LIBRE INVERSIÓN,PRONALCREDIT,1600000.0,48.0,COLPENSIONES,1936,DESEMBOLSADO,2024-10-17,88.0,10.0,1.6,2024.0,10.0
682,2024-10-08,LIBRE INVERSIÓN,COOPIDESARROLLO,4000000.0,72.0,CASUR,1937,DESEMBOLSADO,2024-10-24,87.0,16.0,4.0,2024.0,10.0
683,2024-10-09,LIBRE INVERSIÓN,BUSINESS,5800000.0,72.0,FOPEP,,DESEMBOLSADO,2024-10-18,,9.0,5.8,2024.0,10.0
553,2024-10-10,LIBRE INVERSIÓN,PRONALCREDIT,8500000.0,48.0,COLPENSIONES,1941,DESEMBOLSADO,2024-10-24,83.0,14.0,8.5,2024.0,10.0
684,2024-10-25,LIBRE INVERSIÓN,PRONALCREDIT,20000000.0,84.0,PORVENIR,1961,DESEMBOLSADO,2024-11-28,63.0,,20.0,2024.0,10.0
10,2024-10-11,COMPRA DE CARTERA,COMCREDIT,16427654.0,180.0,COLPENSIONES,1945,DESEMBOLSADO,,79.0,,16.427654,2024.0,10.0
685,2024-10-17,LIBRE INVERSIÓN,PRONALCREDIT,6500000.0,60.0,COLPENSIONES,1937,DESEMBOLSADO,2024-10-30,87.0,13.0,6.5,2024.0,10.0
214,2024-10-18,LIBRE INVERSIÓN,EXCELCREDIT,7361000.0,144.0,COLPENSIONES,1953,DESEMBOLSADO,2024-10-25,71.0,7.0,7.361,2024.0,10.0
686,2024-10-25,LIBRE INVERSIÓN,BUSINESS,15610000.0,48.0,ASULADO,1967,DESEMBOLSADO,2024-11-07,57.0,13.0,15.61,2024.0,10.0
687,2024-10-25,LIBRE INVERSIÓN,BUSINESS,,72.0,FOPEP,1954,NO_DESEMBOLSADO,,70.0,,,2024.0,10.0
688,2024-10-28,LIBRE INVERSIÓN,PRONALCREDIT,10000000.0,60.0,CREMIL,1936,DESEMBOLSADO,2024-11-21,88.0,24.0,10.0,2024.0,10.0
689,2024-10-28,LIBRE INVERSIÓN,BUSINESS,18000000.0,72.0,FOPEP,1958,DESEMBOLSADO,2024-11-18,66.0,21.0,18.0,2024.0,10.0
690,2024-10-29,LIBRE INVERSIÓN,PRONALCREDIT,2000000.0,24.0,COLPENSIONES,1961,DESEMBOLSADO,2024-11-15,63.0,17.0,2.0,2024.0,10.0
691,2024-10-29,LIBRE INVERSIÓN,BUSINESS,26000000.0,72.0,CASUR,1962,DESEMBOLSADO,2024-10-28,62.0,,26.0,2024.0,10.0
237,2024-11-12,COMPRA DE CARTERA,EXCELCREDIT,,72.0,COLPENSIONES,1947,NO_DESEMBOLSADO,,77.0,,,2024.0,11.0
675,2024-11-13,COMPRA DE CARTERA,TU RESPALDO,70584321.0,144.0,COLPENSIONES,1962,DESEMBOLSADO,,62.0,,70.584321,2024.0,11.0
574,2024-11-13,,EXCELCREDIT,26902000.0,144.0,COLPENSIONES,1968,DESEMBOLSADO,2024-11-27,56.0,14.0,26.902,2024.0,11.0
692,2024-11-19,LIBRE INVERSIÓN,BUSINESS,2200000.0,60.0,COLPENSIONES,1949,DESEMBOLSADO,2024-11-20,75.0,1.0,2.2,2024.0,11.0
693,2024-11-19,LIBRE INVERSIÓN,PRONALCREDIT,10000000.0,84.0,COLPENSIONES,1944,DESEMBOLSADO,2024-11-29,80.0,10.0,10.0,2024.0,11.0
694,2024-11-19,LIBRE INVERSIÓN,PRONALCREDIT,1500000.0,12.0,COLPENSIONES,,DESEMBOLSADO,2024-11-29,,10.0,1.5,2024.0,11.0
211,2024-11-20,REFINANCIACIÓN,EXCELCREDIT,4600000.0,144.0,COLPENSIONES,1958,DESEMBOLSADO,2024-11-27,66.0,7.0,4.6,2024.0,11.0
440,2024-11-20,REFINANCIACIÓN,AVISTA,2450000.0,120.0,COLPENSIONES,1941,DESEMBOLSADO,2024-11-29,83.0,9.0,2.45,2024.0,11.0
695,2024-11-26,LIBRE INVERSIÓN,PRONALCREDIT,4000000.0,48.0,COLPENSIONES,1941,DESEMBOLSADO,2024-12-06,83.0,10.0,4.0,2024.0,11.0
696,2024-11-27,LIBRE INVERSIÓN,TU RESPALDO,26000000.0,144.0,PORVENIR,1961,EN_PROCESO,,63.0,,26.0,2024.0,11.0
6,2024-11-27,COMPRA DE CARTERA,TU RESPALDO,8000000.0,144.0,PORVENIR,,EN_PROCESO,,,,8.0,2024.0,11.0
690,2024-12-09,LIBRE INVERSIÓN,PRONALCREDIT,2000000.0,24.0,COLPENSIONES,1961,DESEMBOLSADO,2024-12-16,63.0,7.0,2.0,2024.0,12.0
670,2024-12-09,LIBRE INVERSIÓN,PRONALCREDIT,2700000.0,60.0,COLPENSIONES,1946,DESEMBOLSADO,2024-12-23,78.0,14.0,2.7,2024.0,12.0
492,2024-12-11,REFINANCIACIÓN,COPFINANCIAR,,96.0,ASULADO,1961,NO_DESEMBOLSADO,,63.0,,,2024.0,12.0
208,2024-12-11,REFINANCIACIÓN,COPFINANCIAR,,84.0,ASULADO,1964,NO_DESEMBOLSADO,,60.0,,,2024.0,12.0
683,2025-01-13,LIBRE INVERSIÓN,BUSINESS,2600000.0,72.0,FOPEP,1953,DESEMBOLSADO,2025-01-17,72.0,4.0,2.6,2025.0,1.0
350,2025-01-13,LIBRE INVERSIÓN,BUSINESS,2350000.0,72.0,COLPENSIONES,1952,DESEMBOLSADO,2025-01-21,73.0,8.0,2.35,2025.0,1.0
280,2025-01-14,REFINANCIACIÓN,BUSINESS,7150000.0,72.0,COLPENSIONES,1944,DESEMBOLSADO,2025-01-21,81.0,7.0,7.15,2025.0,1.0
441,2025-01-14,LIBRE INVERSIÓN,BUSINESS,2050000.0,72.0,FOPEP,1945,DESEMBOLSADO,2025-01-21,80.0,7.0,2.05,2025.0,1.0
202,2025-01-14,REFINANCIACIÓN,BUSINESS,9700000.0,72.0,COLPENSIONES,1977,DESEMBOLSADO,,48.0,,9.7,2025.0,1.0
692,2025-01-14,LIBRE INVERSIÓN,BUSINESS,1605000.0,72.0,COLPENSIONES,1949,DESEMBOLSADO,2025-01-29,76.0,15.0,1.605,2025.0,1.0
632,2025-01-13,LIBRE INVERSIÓN,PRONALCREDIT,6000000.0,60.0,COLPENSIONES,1938,DESEMBOLSADO,2025-01-27,87.0,14.0,6.0,2025.0,1.0
440,2025-01-13,LIBRE INVERSIÓN,PRONALCREDIT,1500000.0,60.0,COLPENSIONES,1941,DESEMBOLSADO,2025-02-25,84.0,,1.5,2025.0,1.0
455,2025-01-15,LIBRE INVERSIÓN,BUSINESS,1750000.0,72.0,COLPENSIONES,1959,DESEMBOLSADO,2025-01-21,66.0,6.0,1.75,2025.0,1.0
129,2025-01-15,REFINANCIACIÓN,BUSINESS,6750000.0,72.0,COLFONDOS,1955,DESEMBOLSADO,2025-01-30,70.0,15.0,6.75,2025.0,1.0
508,2025-01-15,LIBRE INVERSIÓN,BUSINESS,2050000.0,72.0,COLPENSIONES,1946,DESEMBOLSADO,2025-01-21,79.0,6.0,2.05,2025.0,1.0
185,2025-01-15,LIBRE INVERSIÓN,BUSINESS,1070000.0,36.0,COLPENSIONES,1975,DESEMBOLSADO,2025-01-21,50.0,6.0,1.07,2025.0,1.0
519,2025-01-15,LIBRE INVERSIÓN,KALA,1768044.0,144.0,COLPENSIONES,1947,DESEMBOLSADO,2025-01-30,78.0,15.0,1.768044,2025.0,1.0
296,2025-01-16,LIBRE INVERSIÓN,BUSINESS,1250000.0,72.0,COLPENSIONES,1968,DESEMBOLSADO,2025-01-21,57.0,5.0,1.25,2025.0,1.0
92,2025-01-17,REFINANCIACIÓN,BUSINESS,5739000.0,72.0,SEGUROS BOLIVAR,1974,DESEMBOLSADO,2025-02-21,51.0,,5.739,2025.0,1.0
313,2025-01-17,LIBRE INVERSIÓN,TU RESPALDO,3426166.0,132.0,COLPENSIONES,1955,DESEMBOLSADO,2025-01-29,70.0,12.0,3.426166,2025.0,1.0
145,2025-01-20,LIBRE INVERSIÓN,EXCELCREDIT,,144.0,COLPENSIONES,1958,NO_DESEMBOLSADO,,67.0,,,2025.0,1.0
480,2025-01-20,LIBRE INVERSIÓN,BUSINESS,1500000.0,48.0,COLPENSIONES,1944,DESEMBOLSADO,2025-01-24,81.0,4.0,1.5,2025.0,1.0
139,2025-01-20,LIBRE INVERSIÓN,PRONALCREDIT,,84.0,COLPENSIONES,,NO_DESEMBOLSADO,,,,,2025.0,1.0
454,2025-01-20,LIBRE INVERSIÓN,PRONALCREDIT,,60.0,COLPENSIONES,,NO_DESEMBOLSADO,,,,,2025.0,1.0
390,2025-01-20,LIBRE INVERSIÓN,TU RESPALDO,3656000.0,180.0,COLPENSIONES,,DESEMBOLSADO,2025-01-29,,9.0,3.656,2025.0,1.0
261,2025-01-21,LIBRE INVERSIÓN,TEKA,4800000.0,72.0,FOPEP,,DESEMBOLSADO,2025-01-23,,2.0,4.8,2025.0,1.0
639,2025-01-21,LIBRE INVERSIÓN,PRONALCREDIT,2500000.0,72.0,PORVENIR,,DESEMBOLSADO,2025-02-07,,17.0,2.5,2025.0,1.0
526,2025-01-21,LIBRE INVERSIÓN,PRONALCREDIT,1800000.0,84.0,COLPENSIONES,,DESEMBOLSADO,2025-01-31,,10.0,1.8,2025.0,1.0
98,2025-01-21,LIBRE INVERSIÓN,BUSINESS,1823654.0,72.0,COLPENSIONES,,DESEMBOLSADO,2025-01-24,,3.0,1.823654,2025.0,1.0
426,2025-01-21,LIBRE INVERSIÓN,BUSINESS,2500000.0,72.0,COLPENSIONES,,DESEMBOLSADO,2025-01-23,,2.0,2.5,2025.0,1.0
85,2025-01-21,LIBRE INVERSIÓN,EXCELCREDIT,7324911.0,144.0,COLPENSIONES,,DESEMBOLSADO,2025-01-29,,8.0,7.324911,2025.0,1.0
697,2025-01-21,LIBRE INVERSIÓN,PRONALCREDIT,1800000.0,72.0,COLPENSIONES,,DESEMBOLSADO,2025-01-31,,10.0,1.8,2025.0,1.0
194,2025-01-21,REFINANCIACIÓN,PRONALCREDIT,3800000.0,84.0,COLPENSIONES,,DESEMBOLSADO,2025-01-31,,10.0,3.8,2025.0,1.0
173,2025-01-23,LIBRE INVERSIÓN,EXCELCREDIT,2430000.0,144.0,COLPENSIONES,,DESEMBOLSADO,2025-02-18,,26.0,2.43,2025.0,1.0
135,2025-01-23,LIBRE INVERSIÓN,BUSINESS,6000000.0,36.0,COLFONDOS,,DESEMBOLSADO,2025-01-24,,1.0,6.0,2025.0,1.0
232,2025-01-23,LIBRE INVERSIÓN,BUSINESS,1800000.0,72.0,COLPENSIONES,,DESEMBOLSADO,2025-01-28,,5.0,1.8,2025.0,1.0
505,2025-01-29,REFINANCIACIÓN,COOPIDESARROLLO,2000000.0,84.0,SEGUROS BOLIVAR,,DESEMBOLSADO,2025-02-26,,28.0,2.0,2025.0,1.0
514,2025-01-30,REFINANCIACIÓN,PRONALCREDIT,,84.0,SEGUROS ALFA,,NO_DESEMBOLSADO,,,,,2025.0,1.0
260,2025-01-30,LIBRE INVERSIÓN,BUSINESS,1872000.0,72.0,MAPFRE,,DESEMBOLSADO,2025-02-03,,4.0,1.872,2025.0,1.0
606,2025-01-30,LIBRE INVERSIÓN,BUSINESS,1698000.0,72.0,COLFONDOS,,DESEMBOLSADO,2025-02-07,,8.0,1.698,2025.0,1.0
673,2025-01-31,LIBRE INVERSIÓN,EXCELCREDIT,13199000.0,144.0,COLPENSIONES,,DESEMBOLSADO,2025-02-05,,5.0,13.199,2025.0,1.0
600,2025-01-31,REFINANCIACIÓN,PRONALCREDIT,3100000.0,84.0,SEGUROS ALFA,1985,DESEMBOLSADO,2025-02-24,40.0,24.0,3.1,2025.0,1.0
698,2025-01-31,LIBRE INVERSIÓN,PRONALCREDIT,3100000.0,12.0,CASUR,1933,DESEMBOLSADO,2025-02-05,92.0,5.0,3.1,2025.0,1.0
242,2025-01-31,LIBRE INVERSIÓN,PRONALCREDIT,2000000.0,84.0,COLPENSIONES,1939,DESEMBOLSADO,2025-02-13,86.0,13.0,2.0,2025.0,1.0
124,2025-01-31,LIBRE INVERSIÓN,BUSINESS,2050000.0,72.0,COLPENSIONES,1968,DESEMBOLSADO,2025-02-07,57.0,7.0,2.05,2025.0,1.0
1,2025-02-03,LIBRE INVERSIÓN,BUSINESS,1801000.0,72.0,COLPENSIONES,1961,DESEMBOLSADO,2025-02-04,64.0,1.0,1.801,2025.0,2.0
453,2025-02-03,LIBRE INVERSIÓN,PRONALCREDIT,6000000.0,60.0,COLPENSIONES,1940,DESEMBOLSADO,2025-02-13,85.0,10.0,6.0,2025.0,2.0
594,2025-02-03,REFINANCIACIÓN,COOPSANDER,24600000.0,72.0,COLPENSIONES,1957,DESEMBOLSADO,2025-02-12,68.0,9.0,24.6,2025.0,2.0
662,2025-02-04,LIBRE INVERSIÓN,BUSINESS,2155000.0,72.0,ASULADO,1966,DESEMBOLSADO,2025-02-07,59.0,3.0,2.155,2025.0,2.0
233,2025-02-04,LIBRE INVERSIÓN,PRONALCREDIT,5500000.0,84.0,COLPENSIONES,1956,DESEMBOLSADO,2025-02-21,69.0,17.0,5.5,2025.0,2.0
699,2025-02-04,LIBRE INVERSIÓN,PRONALCREDIT,2000000.0,84.0,COLPENSIONES,1957,DESEMBOLSADO,2025-02-24,68.0,20.0,2.0,2025.0,2.0
700,2025-02-04,LIBRE INVERSIÓN,COOPSANDER,,72.0,FERROCARRILES,1945,NO_DESEMBOLSADO,,80.0,,,2025.0,2.0
625,2025-02-05,LIBRE INVERSIÓN,COOPSANDER,,72.0,FERROCARRILES,,NO_DESEMBOLSADO,,,,,2025.0,2.0
516,2025-02-11,REFINANCIACIÓN,BUSINESS,14366426.0,72.0,COLPENSIONES,1955,DESEMBOLSADO,2025-02-12,70.0,1.0,14.366426,2025.0,2.0
701,2025-02-11,LIBRE INVERSIÓN,BUSINESS,,72.0,COLPENSIONES,1957,NO_DESEMBOLSADO,,68.0,,,2025.0,2.0
211,2025-02-11,LIBRE INVERSIÓN,BUSINESS,,72.0,COLPENSIONES,1958,NO_DESEMBOLSADO,,67.0,,,2025.0,2.0
317,2025-02-11,LIBRE INVERSIÓN,BUSINESS,1844333.0,72.0,COLPENSIONES,1955,DESEMBOLSADO,2025-02-13,70.0,2.0,1.844333,2025.0,2.0
702,2025-02-13,LIBRE INVERSIÓN,PRONALCREDIT,22000000.0,84.0,ASULADO,1959,DESEMBOLSADO,2025-03-14,66.0,29.0,22.0,2025.0,2.0
703,2025-02-13,LIBRE INVERSIÓN,PRONALCREDIT,8500000.0,84.0,COLPENSIONES,1973,DESEMBOLSADO,2025-02-25,52.0,12.0,8.5,2025.0,2.0
209,2025-02-17,LIBRE INVERSIÓN,BUSINESS,4300000.0,72.0,SEGUROS LA EQUIDAD,1983,DESEMBOLSADO,2025-02-25,42.0,8.0,4.3,2025.0,2.0
316,2025-02-17,REFINANCIACIÓN,COOPIDESARROLLO,2178000.0,84.0,MAPFRE,,DESEMBOLSADO,2025-02-26,,9.0,2.178,2025.0,2.0
704,2025-02-19,LIBRE INVERSIÓN,COOPIDESARROLLO,,36.0,CREMIL,,NO_DESEMBOLSADO,,,,,2025.0,2.0
530,2025-03-03,LIBRE INVERSIÓN,PRONALCREDIT,4000000.0,72.0,MAPFRE,1964,DESEMBOLSADO,2025-04-07,61.0,,4.0,2025.0,3.0
705,2025-03-10,LIBRE INVERSIÓN,PRONALCREDIT,20000000.0,60.0,CASUR,1940,DESEMBOLSADO,2025-03-31,85.0,21.0,20.0,2025.0,3.0
670,2025-03-10,LIBRE INVERSIÓN,BUSINESS,1080000.0,36.0,COLPENSIONES,1946,DESEMBOLSADO,2025-03-13,79.0,3.0,1.08,2025.0,3.0
327,2025-03-10,LIBRE INVERSIÓN,BUSINESS,1813120.0,72.0,FIDUPREVISORA,1978,DESEMBOLSADO,2025-03-15,47.0,5.0,1.81312,2025.0,3.0
690,2025-03-11,LIBRE INVERSIÓN,BUSINESS,2160000.0,48.0,COLPENSIONES,1961,DESEMBOLSADO,2025-03-17,64.0,6.0,2.16,2025.0,3.0
706,2025-03-15,LIBRE INVERSIÓN,BUSINESS,,72.0,COLPENSIONES,1949,NO_DESEMBOLSADO,,76.0,,,2025.0,3.0
253,2025-03-18,LIBRE INVERSIÓN,COOPIDESARROLLO,1000000.0,36.0,ALLIANZ SEGUROS,1968,DESEMBOLSADO,2025-04-07,57.0,20.0,1.0,2025.0,3.0
707,2025-03-18,LIBRE INVERSIÓN,COOPIDESARROLLO,1500000.0,60.0,ALLIANZ SEGUROS,1967,DESEMBOLSADO,2025-04-07,58.0,20.0,1.5,2025.0,3.0
708,2025-03-18,LIBRE INVERSIÓN,COOPSANDER,5800000.0,60.0,FERROCARRILES,1947,DESEMBOLSADO,2025-03-25,78.0,7.0,5.8,2025.0,3.0
310,2025-03-19,LIBRE INVERSIÓN,BUSINESS,1864725.0,72.0,SEGUROS BOLIVAR,1947,DESEMBOLSADO,2025-03-27,78.0,8.0,1.864725,2025.0,3.0
609,2025-03-19,LIBRE INVERSIÓN,COPFINANCIAR,2100000.0,48.0,COLPENSIONES,1960,DESEMBOLSADO,2025-04-03,65.0,15.0,2.1,2025.0,3.0
228,2025-03-19,LIBRE INVERSIÓN,BUSINESS,3227000.0,72.0,COLPENSIONES,1950,DESEMBOLSADO,2025-03-25,75.0,6.0,3.227,2025.0,3.0
578,2025-03-19,LIBRE INVERSIÓN,BUSINESS,1630000.0,48.0,PROTECCION,1964,DESEMBOLSADO,2025-03-20,61.0,1.0,1.63,2025.0,3.0
709,2025-03-25,LIBRE INVERSIÓN,PRONALCREDIT,2000000.0,12.0,CASUR,1934,DESEMBOLSADO,2025-04-02,91.0,8.0,2.0,2025.0,3.0
