ID_CLIENTE,FECHA,TIPO DE CREDITO,COOPERATIVA,MONTO,PLAZO,PAGADURIA,ANIO_NACIMIENTO,ESTADO,FECHA DE DESEMBOLSO,EDAD_AL_PRESTAMO,DIAS_HASTA_DESEMBOLSO,MONTO_M,ANIO,MES
260,2021-02-11,REFINANCIACIÓN,COPFINANCIAR,12745000.0,84.0,MAPFRE,1965,DESEMBOLSADO,2021-02-24,56.0,13.0,12.745,2021.0,2.0
261,2021-02-11,LIBRE INVERSIÓN,BUSINESS,6300000.0,60.0,FOPEP,1957,DESEMBOLSADO,2021-02-17,64.0,6.0,6.3,2021.0,2.0
262,2021-02-11,LIBRE INVERSIÓN,BUSINESS,3200000.0,36.0,COLPENSIONES,1949,DESEMBOLSADO,2021-02-12,72.0,1.0,3.2,2021.0,2.0
263,2021-02-11,LIBRE INVERSIÓN,BUSINESS,,60.0,COLPENSIONES,1950,NO_DESEMBOLSADO,,71.0,,,2021.0,2.0
264,2021-02-15,COMPRA DE CARTERA,MISSION,,60.0,SEM,1961,NO_DESEMBOLSADO,,60.0,,,2021.0,2.0
67,2021-02-15,REFINANCIACIÓN,MISSION,876000.0,60.0,COLPENSIONES,2012,DESEMBOLSADO,2021-02-26,,11.0,0.876,2021.0,2.0
130,2021-02-15,LIBRE INVERSIÓN,BUSINESS,3000000.0,30.0,FOPEP,1951,DESEMBOLSADO,2021-02-17,70.0,2.0,3.0,2021.0,2.0
247,2021-02-15,LIBRE INVERSIÓN,BUSINESS,2000000.0,24.0,COLPENSIONES,1955,DESEMBOLSADO,2021-02-15,66.0,0.0,2.0,2021.0,2.0
265,2021-02-15,LIBRE INVERSIÓN,COOPSANDER,2000000.0,42.0,FERROCARRILES,1966,NO_DESEMBOLSADO,,55.0,,2.0,2021.0,2.0
266,2021-02-16,LIBRE INVERSIÓN,MISSION,3000000.0,96.0,SEC. EDUCACION,1976,DESEMBOLSADO,2021-02-26,45.0,10.0,3.0,2021.0,2.0
130,2021-02-17,LIBRE INVERSIÓN,VIVECREDITO,2937813.0,108.0,COLPENSIONES,1954,DESEMBOLSADO,2021-03-02,67.0,13.0,2.937813,2021.0,2.0
267,2021-02-17,LIBRE INVERSIÓN,VIVECREDITO,2684977.0,108.0,COLPENSIONES,1954,DESEMBOLSADO,2021-03-02,67.0,13.0,2.684977,2021.0,2.0
268,2021-02-18,COMPRA DE CARTERA,VIVECREDITO,19898742.0,144.0,COLPENSIONES,1956,DESEMBOLSADO,2021-03-23,65.0,,19.898742,2021.0,2.0
269,2021-02-18,LIBRE INVERSIÓN,VIVECREDITO,3500000.0,144.0,COLPENSIONES,1962,DESEMBOLSADO,2021-03-24,59.0,,3.5,2021.0,2.0
270,2021-02-18,LIBRE INVERSIÓN,MISSION,,60.0,SEM,1971,NO_DESEMBOLSADO,,50.0,,,2021.0,2.0
271,2021-02-22,LIBRE INVERSIÓN,VIVECREDITO,19899365.0,144.0,COLPENSIONES,1950,DESEMBOLSADO,2021-03-08,71.0,14.0,19.899365,2021.0,2.0
272,2021-02-22,LIBRE INVERSIÓN,VIVECREDITO,14385152.0,144.0,COLPENSIONES,1950,DESEMBOLSADO,2021-03-09,71.0,15.0,14.385152,2021.0,2.0
163,2021-02-22,LIBRE INVERSIÓN,BUSINESS,7600000.0,60.0,FOPEP,1968,DESEMBOLSADO,2021-02-25,53.0,3.0,7.6,2021.0,2.0
273,2021-02-23,COMPRA DE CARTERA,VIVECREDITO,2501392.0,144.0,COLPENSIONES,1950,DESEMBOLSADO,2021-03-31,71.0,,2.501392,2021.0,2.0
274,2021-02-23,COMPRA DE CARTERA,VIVECREDITO,,144.0,COLPENSIONES,1947,NO_DESEMBOLSADO,,74.0,,,2021.0,2.0
275,2021-02-23,LIBRE INVERSIÓN,BUSINESS,,46.0,COLPENSIONES,1940,NO_DESEMBOLSADO,,81.0,,,2021.0,2.0
276,2021-02-23,LIBRE INVERSIÓN,MISSION,,60.0,SEM,1977,NO_DESEMBOLSADO,,44.0,,,2021.0,2.0
255,2021-02-24,LIBRE INVERSIÓN,BUSINESS,10450000.0,60.0,FIDUPREVISORA,1961,DESEMBOLSADO,2021-02-25,60.0,1.0,10.45,2021.0,2.0
277,2021-02-26,LIBRE INVERSIÓN,BUSINESS,12500000.0,60.0,SEGUROS ALFA,1982,DESEMBOLSADO,2021-03-24,39.0,26.0,12.5,2021.0,2.0
185,2021-03-02,LIBRE INVERSIÓN,BUSINESS,1450000.0,36.0,COLPENSIONES,1975,DESEMBOLSADO,2021-03-03,46.0,1.0,1.45,2021.0,3.0
278,2021-03-03,COMPRA DE CARTERA,BAYPORT,18360011.0,144.0,SEGUROS ALFA,1987,DESEMBOLSADO,2021-04-15,,,18.360011,2021.0,3.0
279,2021-03-03,LIBRE INVERSIÓN,BUSINESS,3150000.0,42.0,SEGUROS ALFA,1946,DESEMBOLSADO,,75.0,,3.15,2021.0,3.0
85,2021-03-03,LIBRE INVERSIÓN,BUSINESS,1650000.0,42.0,COLPENSIONES,1956,DESEMBOLSADO,2021-03-04,65.0,1.0,1.65,2021.0,3.0
1,2021-03-04,LIBRE INVERSIÓN,BUSINESS,1300000.0,42.0,COLPENSIONES,1961,DESEMBOLSADO,2021-03-05,60.0,1.0,1.3,2021.0,3.0
280,2021-03-08,LIBRE INVERSIÓN,BUSINESS,1050000.0,48.0,COLPENSIONES,1944,DESEMBOLSADO,2021-03-09,77.0,1.0,1.05,2021.0,3.0
281,2021-03-08,LIBRE INVERSIÓN,FUNDACION,,24.0,ACTIVO,1960,NO_DESEMBOLSADO,,61.0,,,2021.0,3.0
282,2021-03-09,LIBRE INVERSIÓN,VIVECREDITO,89953887.0,144.0,FOPEP,1946,DESEMBOLSADO,2021-03-24,75.0,15.0,89.953887,2021.0,3.0
242,2021-03-09,LIBRE INVERSIÓN,BUSINESS,1700000.0,42.0,COLPENSIONES,1939,DESEMBOLSADO,2021-03-09,82.0,0.0,1.7,2021.0,3.0
283,2021-03-09,LIBRE INVERSIÓN,VIVECREDITO,16172459.0,144.0,COLPENSIONES,,DESEMBOLSADO,2021-03-24,,15.0,16.172459,2021.0,3.0
223,2021-03-14,LIBRE INVERSIÓN,COPFINANCIAR,1600000.0,48.0,COLPENSIONES,1937,DESEMBOLSADO,,84.0,,1.6,2021.0,3.0
223,2021-03-14,LIBRE INVERSIÓN,COPFINANCIAR,1400000.0,48.0,FOPEP,1937,DESEMBOLSADO,2022-03-23,84.0,,1.4,2021.0,3.0
284,2021-03-15,LIBRE INVERSIÓN,EXCELCREDIT,2353000.0,120.0,GOBERNACION,1949,DESEMBOLSADO,2021-04-12,72.0,28.0,2.353,2021.0,3.0
285,2021-03-15,LIBRE INVERSIÓN,BUSINESS,7300000.0,36.0,COLPENSIONES,1946,DESEMBOLSADO,2021-03-17,75.0,2.0,7.3,2021.0,3.0
286,2021-03-15,LIBRE INVERSIÓN,BUSINESS,1100000.0,42.0,COLPENSIONES,1962,DESEMBOLSADO,2021-03-17,59.0,2.0,1.1,2021.0,3.0
171,2021-03-16,LIBRE INVERSIÓN,BUSINESS,1100000.0,42.0,COLPENSIONES,1955,DESEMBOLSADO,2021-03-17,66.0,1.0,1.1,2021.0,3.0
98,2021-03-16,LIBRE INVERSIÓN,BUSINESS,,60.0,COLPENSIONES,1989,NO_DESEMBOLSADO,,,,,2021.0,3.0
287,2021-03-18,LIBRE INVERSIÓN,BUSINESS,1100000.0,36.0,COLPENSIONES,1951,DESEMBOLSADO,2021-03-18,70.0,0.0,1.1,2021.0,3.0
189,2021-03-19,COMPRA DE CARTERA,EXCELCREDIT,,144.0,SEGUROS BOLIVAR,1980,NO_DESEMBOLSADO,,41.0,,,2021.0,3.0
20,2021-03-19,COMPRA DE CARTERA,EXCELCREDIT,19507000.0,120.0,PORVENIR,1959,DESEMBOLSADO,2021-04-09,62.0,21.0,19.507,2021.0,3.0
138,2021-03-23,REFINANCIACIÓN,EXCELCREDIT,1570000.0,144.0,COLPENSIONES,1950,DESEMBOLSADO,2021-03-05,71.0,,1.57,2021.0,3.0
288,2021-03-23,COMPRA DE CARTERA,VIVECREDITO,19963029.0,144.0,COLPENSIONES,1947,DESEMBOLSADO,2021-04-22,74.0,30.0,19.963029,2021.0,3.0
289,2021-03-24,LIBRE INVERSIÓN,BUSINESS,14600000.0,72.0,COLPENSIONES,1956,DESEMBOLSADO,2021-03-25,65.0,1.0,14.6,2021.0,3.0
255,2021-03-30,LIBRE INVERSIÓN,COOPSANDER,22000000.0,72.0,FIDUPREVISORA,1961,DESEMBOLSADO,2021-03-30,60.0,0.0,22.0,2021.0,3.0
290,2021-04-06,LIBRE INVERSIÓN,VIVECREDITO,6812720.0,144.0,COLPENSIONES,1952,DESEMBOLSADO,2021-04-27,69.0,21.0,6.81272,2021.0,4.0
291,2021-04-07,COMPRA DE CARTERA,VIVECREDITO,,144.0,COLPENSIONES,1961,NO_DESEMBOLSADO,,60.0,,,2021.0,4.0
292,2021-04-07,LIBRE INVERSIÓN,BUSINESS,2080000.0,36.0,PORVENIR,1958,DESEMBOLSADO,2021-04-19,63.0,12.0,2.08,2021.0,4.0
247,2021-04-07,LIBRE INVERSIÓN,BUSINESS,1500000.0,24.0,COLPENSIONES,1955,DESEMBOLSADO,2021-04-07,66.0,0.0,1.5,2021.0,4.0
285,2021-04-07,LIBRE INVERSIÓN,BUSINESS,,60.0,COLPENSIONES,1946,NO_DESEMBOLSADO,,75.0,,,2021.0,4.0
91,2021-04-14,COMPRA DE CARTERA,VIVECREDITO,,144.0,COLPENSIONES,1939,NO_DESEMBOLSADO,,82.0,,,2021.0,4.0
293,2021-04-14,LIBRE INVERSIÓN,BUSINESS,2080000.0,36.0,COLPENSIONES,1953,DESEMBOLSADO,2021-04-16,68.0,2.0,2.08,2021.0,4.0
294,2021-04-15,LIBRE INVERSIÓN,BUSINESS,6300000.0,60.0,COLPENSIONES,1947,DESEMBOLSADO,2021-04-16,74.0,1.0,6.3,2021.0,4.0
295,2021-04-19,COMPRA DE CARTERA,BUSINESS,11800000.0,72.0,COLPENSIONES,1944,DESEMBOLSADO,2021-04-29,77.0,10.0,11.8,2021.0,4.0
171,2021-04-19,LIBRE INVERSIÓN,BUSINESS,1000000.0,48.0,COLPENSIONES,1955,DESEMBOLSADO,,66.0,,1.0,2021.0,4.0
296,2021-04-20,LIBRE INVERSIÓN,BUSINESS,9600000.0,72.0,COLPENSIONES,1968,DESEMBOLSADO,2021-04-20,53.0,0.0,9.6,2021.0,4.0
297,2021-04-20,LIBRE INVERSIÓN,VIVECREDITO,16955474.0,144.0,COLPENSIONES,1932,DESEMBOLSADO,,89.0,,16.955474,2021.0,4.0
298,2021-04-22,LIBRE INVERSIÓN,BUSINESS,,60.0,COLPENSIONES,1953,NO_DESEMBOLSADO,,68.0,,,2021.0,4.0
299,2021-04-27,LIBRE INVERSIÓN,BUSINESS,10450000.0,72.0,COLPENSIONES,1951,DESEMBOLSADO,2021-04-29,70.0,2.0,10.45,2021.0,4.0
300,2021-04-27,LIBRE INVERSIÓN,BUSINESS,7900000.0,72.0,COLPENSIONES,1952,DESEMBOLSADO,2021-04-29,69.0,2.0,7.9,2021.0,4.0
250,2021-04-27,COMPRA DE CARTERA,BUSINESS,8100000.0,72.0,COLPENSIONES,,NO_DESEMBOLSADO,,,,8.1,2021.0,4.0
301,2021-05-11,COMPRA DE CARTERA,BAYPORT,40414000.0,144.0,COLPENSIONES,1951,DESEMBOLSADO,2021-05-19,70.0,8.0,40.414,2021.0,5.0
302,2021-05-11,COMPRA DE CARTERA,MISSION,25000000.0,120.0,COLPENSIONES,1950,DESEMBOLSADO,2021-05-21,71.0,10.0,25.0,2021.0,5.0
303,2021-05-11,COMPRA DE CARTERA,BAYPORT,77414000.0,144.0,COLPENSIONES,1956,DESEMBOLSADO,2021-05-19,65.0,8.0,77.414,2021.0,5.0
2,2021-05-11,COMPRA DE CARTERA,COOPIDESARROLLO,1134604.86504724,89.8236500341763,COLPENSIONES,1939,DESEMBOLSADO,2021-05-20,82.0,9.0,1.13460486504724,2021.0,5.0
304,2021-05-18,LIBRE INVERSIÓN,BUSINESS,7200000.0,72.0,SEGUROS ALFA,1975,DESEMBOLSADO,2021-05-26,46.0,8.0,7.2,2021.0,5.0
247,2021-05-25,LIBRE INVERSIÓN,COOPSANDER,1500000.0,24.0,COLPENSIONES,1955,DESEMBOLSADO,2021-05-25,66.0,0.0,1.5,2021.0,5.0
200,2021-05-27,REFINANCIACIÓN,BUSINESS,7400000.0,72.0,COLPENSIONES,1956,DESEMBOLSADO,2021-05-27,65.0,0.0,7.4,2021.0,5.0
255,2021-05-28,OTROS,BUSINESS,2000000.0,60.0,FIDUPREVISORA,1961,DESEMBOLSADO,2021-05-28,60.0,0.0,2.0,2021.0,5.0
233,2021-06-03,LIBRE INVERSIÓN,COOPSANDER,2100000.0,36.0,COLPENSIONES,1956,DESEMBOLSADO,2021-06-03,65.0,0.0,2.1,2021.0,6.0
261,2021-06-04,LIBRE INVERSIÓN,COOPSANDER,20000000.0,72.0,FIDUPREVISORA,1957,DESEMBOLSADO,2021-06-10,64.0,6.0,20.0,2021.0,6.0
261,2021-06-04,LIBRE INVERSIÓN,BUSINESS,19300000.0,72.0,FIDUPREVISORA,1957,DESEMBOLSADO,2021-06-09,64.0,5.0,19.3,2021.0,6.0
261,2021-06-04,OTROS,BUSINESS,1800000.0,6.0,FOPEP,1957,DESEMBOLSADO,,64.0,,1.8,2021.0,6.0
302,2021-06-08,LIBRE INVERSIÓN,MISSION,,120.0,COLPENSIONES,1950,NO_DESEMBOLSADO,,71.0,,,2021.0,6.0
305,2021-06-08,COMPRA DE CARTERA,VIVECREDITO,4859796.0,144.0,COLPENSIONES,1953,DESEMBOLSADO,2021-07-01,68.0,23.0,4.859796,2021.0,6.0
306,2021-06-08,LIBRE INVERSIÓN,MISSION,7000000.0,120.0,SEM,1988,DESEMBOLSADO,2021-07-01,,23.0,7.0,2021.0,6.0
307,2021-06-10,COMPRA DE CARTERA,BAYPORT,12630008.0,96.0,COLPENSIONES,1962,DESEMBOLSADO,2021-06-25,59.0,15.0,12.630008,2021.0,6.0
308,2021-06-11,COMPRA DE CARTERA,VIVECREDITO,11380481.0,144.0,COLPENSIONES,1937,DESEMBOLSADO,,84.0,,11.380481,2021.0,6.0
233,2021-06-11,LIBRE INVERSIÓN,BUSINESS,1500000.0,42.0,COLPENSIONES,1956,DESEMBOLSADO,2021-06-11,65.0,0.0,1.5,2021.0,6.0
309,2021-06-15,COMPRA DE CARTERA,BAYPORT,14738000.0,144.0,COLPENSIONES,1954,DESEMBOLSADO,2021-06-29,67.0,14.0,14.738,2021.0,6.0
75,2021-06-16,COMPRA DE CARTERA,BUSINESS,5300000.0,72.0,COLPENSIONES,1952,DESEMBOLSADO,2021-06-18,69.0,2.0,5.3,2021.0,6.0
310,2021-06-21,LIBRE INVERSIÓN,BUSINESS,13500000.0,72.0,SEGUROS BOLIVAR,1947,DESEMBOLSADO,2021-07-26,74.0,,13.5,2021.0,6.0
311,2021-06-21,COMPRA DE CARTERA,VIVECREDITO,,144.0,COLPENSIONES,1957,NO_DESEMBOLSADO,,64.0,,,2021.0,6.0
312,2021-06-22,LIBRE INVERSIÓN,BUSINESS,3120000.0,42.0,COLPENSIONES,1945,DESEMBOLSADO,2021-07-26,76.0,,3.12,2021.0,6.0
313,2021-06-22,LIBRE INVERSIÓN,BUSINESS,3500000.0,60.0,COLPENSIONES,1955,DESEMBOLSADO,,66.0,,3.5,2021.0,6.0
314,2021-06-25,COMPRA DE CARTERA,BUSINESS,,72.0,SEGUROS ALFA,1991,NO_DESEMBOLSADO,,,,,2021.0,6.0
312,2021-06-28,LIBRE INVERSIÓN,BUSINESS,3120000.0,42.0,COLPENSIONES,1945,DESEMBOLSADO,2021-06-30,76.0,2.0,3.12,2021.0,6.0
315,2021-06-29,OTROS,FUNDACION,2000000.0,24.0,EMPLEADO,1964,DESEMBOLSADO,2021-07-15,57.0,16.0,2.0,2021.0,6.0
247,2021-06-29,LIBRE INVERSIÓN,BUSINESS,2000000.0,24.0,COLPENSIONES,1955,DESEMBOLSADO,2021-06-29,66.0,0.0,2.0,2021.0,6.0
316,2021-07-01,COMPRA DE CARTERA,BUSINESS,14500000.0,72.0,MAPFRE,1956,DESEMBOLSADO,2021-07-27,65.0,26.0,14.5,2021.0,7.0
317,2021-07-01,LIBRE INVERSIÓN,BUSINESS,10500000.0,60.0,COLPENSIONES,1955,DESEMBOLSADO,2021-07-01,66.0,0.0,10.5,2021.0,7.0
318,2021-07-01,COMPRA DE CARTERA,LINK,18674100.0,120.0,COLPENSIONES,1942,DESEMBOLSADO,2021-08-25,79.0,,18.6741,2021.0,7.0
233,2021-07-01,LIBRE INVERSIÓN,BUSINESS,1500000.0,42.0,COLPENSIONES,1956,DESEMBOLSADO,2021-07-01,65.0,0.0,1.5,2021.0,7.0
319,2021-07-01,COMPRA DE CARTERA,BUSINESS,,72.0,COLPENSIONES,1950,NO_DESEMBOLSADO,,71.0,,,2021.0,7.0
320,2021-07-02,LIBRE INVERSIÓN,EXCELCREDIT,5264297.0,60.0,GOBERNACION,1962,DESEMBOLSADO,2021-08-06,59.0,,5.264297,2021.0,7.0
185,2021-07-06,COMPRA DE CARTERA,BUSINESS,8450000.0,72.0,COLPENSIONES,1975,DESEMBOLSADO,2021-07-27,46.0,21.0,8.45,2021.0,7.0
321,2021-07-07,COMPRA DE CARTERA,BAYPORT,18214000.0,144.0,COLPENSIONES,1965,DESEMBOLSADO,2021-07-19,56.0,12.0,18.214,2021.0,7.0
322,2021-07-08,LIBRE INVERSIÓN,EXCELCREDIT,,120.0,GOBERNACION,1960,NO_DESEMBOLSADO,,61.0,,,2021.0,7.0
250,2021-07-08,COMPRA DE CARTERA,BAYPORT,18633142.0,144.0,COLPENSIONES,1942,DESEMBOLSADO,2021-09-06,79.0,,18.633142,2021.0,7.0
323,2021-07-08,COMPRA DE CARTERA,BAYPORT,17439802.0,144.0,SEGUROS BOLIVAR,1986,DESEMBOLSADO,2021-08-26,,,17.439802,2021.0,7.0
324,2021-07-13,LIBRE INVERSIÓN,BUSINESS,5300000.0,60.0,SEGUROS ALFA,1964,DESEMBOLSADO,2021-08-13,57.0,,5.3,2021.0,7.0
325,2021-07-16,LIBRE INVERSIÓN,EXCELCREDIT,9860042.0,72.0,MUNICIPIO/ALCALDIA,1944,DESEMBOLSADO,2021-08-27,77.0,,9.860042,2021.0,7.0
326,2021-07-16,LIBRE INVERSIÓN,MISSION,13000000.0,120.0,COLPENSIONES,1962,DESEMBOLSADO,2021-07-29,59.0,13.0,13.0,2021.0,7.0
326,2021-07-16,LIBRE INVERSIÓN,MISSION,16000000.0,120.0,COLPENSIONES,1962,DESEMBOLSADO,2021-07-29,59.0,13.0,16.0,2021.0,7.0
327,2021-07-19,LIBRE INVERSIÓN,BUSINESS,12500000.0,72.0,FIDUPREVISORA,1978,DESEMBOLSADO,2021-07-19,43.0,0.0,12.5,2021.0,7.0
211,2021-07-19,REFINANCIACIÓN,BUSINESS,7700000.0,72.0,COLPENSIONES,1958,DESEMBOLSADO,2021-07-22,63.0,3.0,7.7,2021.0,7.0
328,2021-07-19,LIBRE INVERSIÓN,BUSINESS,1560000.0,36.0,COLPENSIONES,1948,DESEMBOLSADO,2021-07-19,73.0,0.0,1.56,2021.0,7.0
280,2021-07-22,LIBRE INVERSIÓN,EXCELCREDIT,5624297.0,72.0,SEM,1944,NO_DESEMBOLSADO,,77.0,,5.624297,2021.0,7.0
312,2021-07-22,LIBRE INVERSIÓN,BUSINESS,2080000.0,36.0,COLPENSIONES,1945,DESEMBOLSADO,2021-07-22,76.0,0.0,2.08,2021.0,7.0
329,2021-07-22,LIBRE INVERSIÓN,BAYPORT,14600288.0,144.0,MINDEFENSA,1986,DESEMBOLSADO,2021-09-15,,,14.600288,2021.0,7.0
330,2021-07-27,LIBRE INVERSIÓN,BUSINESS,6500000.0,60.0,POSITIVA,1973,DESEMBOLSADO,2021-08-04,48.0,8.0,6.5,2021.0,7.0
331,2021-07-27,LIBRE INVERSIÓN,BAYPORT,4114000.0,60.0,SEGUROS BOLIVAR,1993,DESEMBOLSADO,2021-07-28,,1.0,4.114,2021.0,7.0
139,2021-07-27,LIBRE INVERSIÓN,BUSINESS,5200000.0,60.0,COLPENSIONES,1957,DESEMBOLSADO,2021-07-28,64.0,1.0,5.2,2021.0,7.0
129,2021-07-27,LIBRE INVERSIÓN,BUSINESS,2080000.0,36.0,COLFONDOS,1955,DESEMBOLSADO,2021-07-28,66.0,1.0,2.08,2021.0,7.0
332,2021-07-28,LIBRE INVERSIÓN,LINK,21099028.0,144.0,COLPENSIONES,1956,DESEMBOLSADO,2021-07-30,65.0,2.0,21.099028,2021.0,7.0
52,2021-07-30,REFINANCIACIÓN,MISSION,3000000.0,120.0,COLPENSIONES,1951,DESEMBOLSADO,2021-08-24,70.0,25.0,3.0,2021.0,7.0
312,2021-08-03,LIBRE INVERSIÓN,BUSINESS,,48.0,COLPENSIONES,1945,NO_DESEMBOLSADO,,76.0,,,2021.0,8.0
333,2021-08-03,COMPRA DE CARTERA,LINK,38272445.0,144.0,FIDUPREVISORA,1957,DESEMBOLSADO,2021-09-21,64.0,,38.272445,2021.0,8.0
213,2021-08-04,REFINANCIACIÓN,BUSINESS,14350000.0,72.0,COLPENSIONES,1950,DESEMBOLSADO,2021-08-04,71.0,0.0,14.35,2021.0,8.0
247,2021-08-04,LIBRE INVERSIÓN,BUSINESS,1040000.0,24.0,COLPENSIONES,1955,DESEMBOLSADO,,66.0,,1.04,2021.0,8.0
334,2021-08-09,COMPRA DE CARTERA,BAYPORT,,144.0,MINDEFENSA,,NO_DESEMBOLSADO,,,,,2021.0,8.0
288,2021-08-10,LIBRE INVERSIÓN,BAYPORT,9326165.0,144.0,COLPENSIONES,1947,DESEMBOLSADO,2021-08-20,74.0,10.0,9.326165,2021.0,8.0
288,2021-08-10,LIBRE INVERSIÓN,BAYPORT,9326165.0,144.0,COLPENSIONES,1947,DESEMBOLSADO,2021-08-20,74.0,10.0,9.326165,2021.0,8.0
335,2021-08-17,LIBRE INVERSIÓN,MISSION,1200000.0,72.0,FOPEP,1935,DESEMBOLSADO,2021-09-01,86.0,15.0,1.2,2021.0,8.0
135,2021-08-17,LIBRE INVERSIÓN,BUSINESS,1352000.0,24.0,COLFONDOS,1957,DESEMBOLSADO,2021-08-17,64.0,0.0,1.352,2021.0,8.0
92,2021-08-19,COMPRA DE CARTERA,BAYPORT,17546678.0,144.0,SEGUROS BOLIVAR,1974,DESEMBOLSADO,2021-08-31,47.0,12.0,17.546678,2021.0,8.0
336,2021-08-19,LIBRE INVERSIÓN,FUNDACION,,24.0,ACTIVO,1974,NO_DESEMBOLSADO,,47.0,,,2021.0,8.0
337,2021-08-23,LIBRE INVERSIÓN,BUSINESS,14700000.0,72.0,COLPENSIONES,1971,DESEMBOLSADO,2021-08-24,50.0,1.0,14.7,2021.0,8.0
338,2021-08-23,LIBRE INVERSIÓN,COOPIDESARROLLO,,36.0,COLPENSIONES,1937,NO_DESEMBOLSADO,,84.0,,,2021.0,8.0
178,2021-08-23,LIBRE INVERSIÓN,BUSINESS,1560000.0,60.0,COLFONDOS,1962,DESEMBOLSADO,,59.0,,1.56,2021.0,8.0
339,2021-08-25,LIBRE INVERSIÓN,BUSINESS,,72.0,FIDUPREVISORA,1962,NO_DESEMBOLSADO,,59.0,,,2021.0,8.0
339,2021-08-25,LIBRE INVERSIÓN,COOPSANDER,,72.0,FIDUPREVISORA,1962,NO_DESEMBOLSADO,,59.0,,,2021.0,8.0
215,2021-08-27,COMPRA DE CARTERA,LINK,23081000.0,144.0,COLPENSIONES,1970,DESEMBOLSADO,2021-11-09,51.0,,23.081,2021.0,8.0
340,2021-08-27,LIBRE INVERSIÓN,MISSION,8800000.0,72.0,SOLDADO PROFESIONAL,1997,EN_PROCESO,,,,8.8,2021.0,8.0
341,2021-08-28,LIBRE INVERSIÓN,BUSINESS,3690000.0,24.0,FOPEP,1972,DESEMBOLSADO,2021-09-07,49.0,10.0,3.69,2021.0,8.0
342,2021-09-01,COMPRA DE CARTERA,BUSINESS,10000000.0,72.0,COLPENSIONES,1953,DESEMBOLSADO,2021-09-21,68.0,20.0,10.0,2021.0,9.0
343,2021-09-01,LIBRE INVERSIÓN,PRONALCREDIT,14000000.0,84.0,AXA COLPATRIA,1970,DESEMBOLSADO,2021-09-13,51.0,12.0,14.0,2021.0,9.0
344,2021-09-01,LIBRE INVERSIÓN,COOPIDESARROLLO,,84.0,FIDUPREVISORA,1948,NO_DESEMBOLSADO,,73.0,,,2021.0,9.0
344,2021-09-01,LIBRE INVERSIÓN,COOPIDESARROLLO,,48.0,COLPENSIONES,1948,NO_DESEMBOLSADO,,73.0,,,2021.0,9.0
345,2021-09-01,COMPRA DE CARTERA,MISSION,,72.0,EJERCITO,1988,NO_DESEMBOLSADO,,,,,2021.0,9.0
346,2021-09-02,LIBRE INVERSIÓN,BUSINESS,3130000.0,42.0,COLPENSIONES,1953,DESEMBOLSADO,2021-09-03,68.0,1.0,3.13,2021.0,9.0
247,2021-09-03,REFINANCIACIÓN,BUSINESS,5000000.0,48.0,COLPENSIONES,1955,DESEMBOLSADO,2021-09-04,66.0,1.0,5.0,2021.0,9.0
299,2021-09-03,LIBRE INVERSIÓN,BUSINESS,4200000.0,48.0,COLPENSIONES,1951,DESEMBOLSADO,,70.0,,4.2,2021.0,9.0
347,2021-09-03,LIBRE INVERSIÓN,BUSINESS,3500000.0,42.0,FOPEP,1951,DESEMBOLSADO,2021-09-04,70.0,1.0,3.5,2021.0,9.0
348,2021-09-06,LIBRE INVERSIÓN,BAYPORT,7414000.0,24.0,SOLDADO PROFESIONAL,1995,DESEMBOLSADO,2021-09-14,,8.0,7.414,2021.0,9.0
23,2021-09-07,COMPRA DE CARTERA,KREDIT,45078951.0,144.0,COLPENSIONES,1954,DESEMBOLSADO,,67.0,,45.078951,2021.0,9.0
349,2021-09-07,LIBRE INVERSIÓN,FUNDACION,3000000.0,24.0,INCAUCA,1962,DESEMBOLSADO,,59.0,,3.0,2021.0,9.0
350,2021-09-07,LIBRE INVERSIÓN,BUSINESS,2080000.0,36.0,COLPENSIONES,1952,DESEMBOLSADO,2021-09-07,69.0,0.0,2.08,2021.0,9.0
351,2021-09-09,LIBRE INVERSIÓN,BUSINESS,1040000.0,36.0,COLPENSIONES,1942,DESEMBOLSADO,2021-09-09,79.0,0.0,1.04,2021.0,9.0
135,2021-09-09,LIBRE INVERSIÓN,BUSINESS,1352000.0,24.0,COLFONDOS,1957,DESEMBOLSADO,2021-09-09,64.0,0.0,1.352,2021.0,9.0
134,2021-09-10,REFINANCIACIÓN,COOPIDESARROLLO,944000.0,0.0,COLFONDOS,1951,DESEMBOLSADO,2021-11-19,70.0,,0.944,2021.0,9.0
12,2021-09-13,LIBRE INVERSIÓN,BUSINESS,1050000.0,36.0,COLPENSIONES,1939,DESEMBOLSADO,2021-09-16,82.0,3.0,1.05,2021.0,9.0
85,2021-09-13,REFINANCIACIÓN,COOPIDESARROLLO,2000000.0,84.0,COLPENSIONES,1956,DESEMBOLSADO,2021-10-19,65.0,,2.0,2021.0,9.0
350,2021-09-13,LIBRE INVERSIÓN,BUSINESS,1875000.0,36.0,COLPENSIONES,1952,DESEMBOLSADO,2021-09-16,69.0,3.0,1.875,2021.0,9.0
352,2021-09-13,LIBRE INVERSIÓN,BUSINESS,,48.0,COLPENSIONES,1946,NO_DESEMBOLSADO,,75.0,,,2021.0,9.0
353,2021-09-13,LIBRE INVERSIÓN,BUSINESS,,48.0,COLPENSIONES,1946,NO_DESEMBOLSADO,,75.0,,,2021.0,9.0
